Date,Open,High,Low,Close,Volume
10-Jun-15,56.27,57.21,56.18,57.02,21275642
9-Jun-15,55.57,56.36,55.22,56.00,15193141
8-Jun-15,56.25,56.50,55.65,55.65,14961647
5-Jun-15,56.02,56.58,55.84,56.24,26500448
4-Jun-15,55.45,56.00,55.16,55.33,18517634
3-Jun-15,55.04,56.02,55.01,55.63,21240463
2-Jun-15,54.40,55.02,54.13,54.72,17765569
1-Jun-15,54.68,55.04,54.44,54.45,18156312
29-May-15,54.46,54.49,53.87,54.08,13841381
28-May-15,54.82,54.82,54.22,54.55,13381912
27-May-15,54.34,54.98,54.20,54.87,13699424
26-May-15,54.75,54.84,54.01,54.24,16564517
22-May-15,54.78,55.33,54.68,54.97,12652016
21-May-15,54.69,55.10,54.61,54.84,11799919
20-May-15,55.27,55.30,54.74,54.89,13955559
19-May-15,54.79,55.37,54.75,55.33,18207423
18-May-15,54.19,54.90,54.17,54.67,11717553
15-May-15,54.59,54.61,54.03,54.24,10378117
14-May-15,54.43,54.73,54.33,54.60,14250782
13-May-15,53.72,54.36,53.48,54.20,15810396
12-May-15,53.67,53.98,53.23,53.74,13336881
11-May-15,53.92,54.16,53.80,53.97,13896756
8-May-15,53.55,54.11,53.30,54.02,17333515
7-May-15,52.59,53.44,52.41,53.31,14954178
6-May-15,53.56,53.90,52.35,52.82,19414806
5-May-15,53.99,54.30,53.25,53.35,20669083
4-May-15,53.85,54.26,53.74,54.17,15670096
1-May-15,53.64,53.84,53.31,53.76,13148680
30-Apr-15,53.75,53.97,52.92,53.32,19420556
29-Apr-15,52.65,53.99,52.61,53.76,22542387
28-Apr-15,52.67,53.10,52.25,53.02,14134525
27-Apr-15,52.88,53.39,52.78,52.80,15613029
24-Apr-15,53.16,53.22,52.85,52.90,10150537
23-Apr-15,53.01,53.40,52.82,53.22,13049573
22-Apr-15,52.52,53.38,52.35,53.10,14873394
21-Apr-15,53.35,53.46,52.25,52.48,19554373
20-Apr-15,53.30,53.57,53.09,53.20,14729995
17-Apr-15,53.51,54.10,52.95,53.07,23286981
16-Apr-15,53.98,54.46,53.80,54.02,38345622
15-Apr-15,52.93,53.38,52.75,53.21,19041097
14-Apr-15,52.93,53.00,52.38,52.73,13259731
13-Apr-15,52.48,52.95,52.41,52.66,11984406
10-Apr-15,52.08,52.68,51.98,52.43,13032016
9-Apr-15,51.73,52.20,51.69,52.13,13591430
8-Apr-15,51.67,52.22,51.63,51.89,11773034
7-Apr-15,51.83,51.93,51.39,51.52,11562697
6-Apr-15,51.16,51.96,50.98,51.62,13250840
2-Apr-15,51.68,52.22,51.59,51.86,13966921
1-Apr-15,51.37,51.90,51.01,51.62,21577679
31-Mar-15,51.26,51.76,51.16,51.52,13928941
30-Mar-15,51.33,52.00,51.31,51.64,13289150
27-Mar-15,51.49,51.49,50.72,51.00,16052366
26-Mar-15,51.19,51.46,50.47,51.19,21839614
25-Mar-15,51.98,52.11,51.35,51.38,15418182
24-Mar-15,52.35,52.44,51.94,51.94,12887743
23-Mar-15,53.03,53.05,52.48,52.48,13148904
20-Mar-15,52.44,53.17,52.41,52.98,22466236
19-Mar-15,53.57,53.62,52.20,52.38,21150002
18-Mar-15,53.42,53.94,53.17,53.72,18383718
17-Mar-15,53.21,53.99,53.16,53.84,13902934
16-Mar-15,53.74,54.04,53.40,53.69,17031579
13-Mar-15,53.90,54.24,53.26,53.54,20780566
12-Mar-15,54.00,54.72,53.45,54.08,50191173
11-Mar-15,51.62,52.76,51.52,52.33,32443600
10-Mar-15,52.07,52.30,51.23,51.23,29061253
9-Mar-15,52.88,53.17,52.77,52.95,17542634
6-Mar-15,53.75,54.01,52.93,53.06,40296620
5-Mar-15,53.71,53.73,53.15,53.56,13853848
4-Mar-15,53.48,53.86,53.24,53.67,14698051
3-Mar-15,53.94,54.00,53.43,53.73,24281856
2-Mar-15,52.43,53.52,52.05,53.49,19384199
27-Feb-15,52.32,52.87,52.17,52.42,18588446
26-Feb-15,52.03,52.49,51.91,52.41,16358149
25-Feb-15,51.65,52.11,51.55,52.09,10666008
24-Feb-15,51.42,52.30,51.39,51.90,20250876
23-Feb-15,51.53,51.54,50.75,51.32,15282586
20-Feb-15,51.05,51.91,50.36,51.78,19429401
19-Feb-15,51.28,51.54,51.04,51.12,11272045
18-Feb-15,51.30,51.67,51.09,51.42,17666811
17-Feb-15,50.95,51.80,50.90,51.69,14569354
13-Feb-15,51.01,51.48,50.81,51.20,17448490
12-Feb-15,49.94,51.09,49.77,50.89,28926844
11-Feb-15,49.15,49.88,49.11,49.68,13079476
10-Feb-15,50.00,50.06,49.14,49.39,17223700
9-Feb-15,48.86,49.51,48.44,49.21,16364922
6-Feb-15,49.40,49.95,49.06,49.14,25881521
5-Feb-15,48.74,49.00,48.22,48.54,15481918
4-Feb-15,48.57,49.00,48.30,48.40,19581789
3-Feb-15,48.46,49.22,48.35,48.88,25221080
2-Feb-15,47.20,47.77,46.90,47.72,19178244
30-Jan-15,47.09,47.73,46.90,46.95,23729785
29-Jan-15,47.07,47.78,46.82,47.62,19865726
28-Jan-15,48.37,48.51,47.11,47.11,26065266
27-Jan-15,48.04,48.65,47.77,48.31,16401197
26-Jan-15,48.48,49.03,48.41,48.89,13817464
23-Jan-15,49.49,49.76,48.60,48.62,18984656
22-Jan-15,48.26,49.75,47.93,49.57,29652588
21-Jan-15,47.37,48.23,47.15,47.74,22873308
20-Jan-15,47.98,48.00,47.15,47.26,25569191
16-Jan-15,46.70,47.69,46.60,47.61,32306956
15-Jan-15,48.06,48.24,46.91,47.23,48799351
14-Jan-15,48.96,49.10,47.77,49.05,44630812
13-Jan-15,50.66,51.23,49.61,50.02,23201793
12-Jan-15,50.82,50.91,50.03,50.38,22725831
9-Jan-15,52.17,52.24,50.77,50.78,20180176
8-Jan-15,51.77,52.08,51.50,51.94,17470338
7-Jan-15,51.51,51.55,50.62,51.17,27890770
6-Jan-15,52.68,52.77,50.53,50.70,31989329
5-Jan-15,53.91,53.96,52.33,52.55,20945436
2-Jan-15,54.36,54.69,53.79,54.26,11139757
31-Dec-14,54.95,55.07,54.10,54.11,10193012
30-Dec-14,54.51,54.95,54.24,54.84,8188571
29-Dec-14,54.14,55.08,54.03,54.73,9893339
26-Dec-14,54.63,54.77,54.41,54.43,6415059
24-Dec-14,54.68,54.90,54.32,54.54,6238795
23-Dec-14,54.02,54.86,53.93,54.42,12278370
22-Dec-14,54.04,54.27,53.52,53.96,11742256
19-Dec-14,53.99,54.48,53.75,54.01,22986193
18-Dec-14,53.40,54.10,53.13,54.10,23478107
17-Dec-14,51.21,52.48,51.11,52.45,26918812
16-Dec-14,52.16,52.84,51.12,51.17,34745163
15-Dec-14,54.08,54.08,52.52,52.79,20956187
12-Dec-14,53.98,54.35,53.23,53.40,23143922
11-Dec-14,54.65,55.22,54.42,54.51,20641339
10-Dec-14,55.51,55.92,54.35,54.47,22464076
9-Dec-14,55.44,56.14,54.69,55.85,26262896
8-Dec-14,55.98,56.95,55.75,56.37,21802391
5-Dec-14,55.52,56.49,55.46,56.08,21945929
4-Dec-14,54.97,55.43,54.69,55.18,13412073
3-Dec-14,54.47,55.28,54.31,55.21,21221482
2-Dec-14,53.51,54.47,53.51,54.36,15964282
1-Dec-14,53.80,53.91,53.04,53.35,13825739
28-Nov-14,54.00,54.18,53.83,53.97,5876805
26-Nov-14,54.45,54.48,54.00,54.13,8704740
25-Nov-14,54.40,54.52,54.06,54.33,13212133
24-Nov-14,53.94,54.49,53.76,54.40,13733893
21-Nov-14,54.07,54.35,53.61,53.66,15142165
20-Nov-14,53.25,53.57,53.11,53.52,9721934
19-Nov-14,53.83,53.83,53.38,53.66,8664949
18-Nov-14,53.56,54.17,53.51,53.81,12910597
17-Nov-14,53.06,53.64,53.05,53.57,10191856
14-Nov-14,53.31,53.60,53.26,53.38,11345455
13-Nov-14,53.48,53.58,52.98,53.44,12668376
12-Nov-14,53.34,53.62,53.07,53.42,10271824
11-Nov-14,53.90,54.09,53.76,53.81,9526570
10-Nov-14,53.57,53.89,53.54,53.89,11235530
7-Nov-14,53.86,54.01,53.54,53.75,13479162
6-Nov-14,53.97,54.30,53.81,53.99,13621277
5-Nov-14,53.59,54.11,53.26,54.02,18546189
4-Nov-14,53.28,53.32,52.63,53.19,13618005
3-Nov-14,53.42,53.75,53.02,53.47,12123477
31-Oct-14,53.40,53.90,52.99,53.53,27642752
30-Oct-14,52.62,53.40,52.34,53.15,21027719
29-Oct-14,52.48,52.74,52.09,52.65,16326730
28-Oct-14,51.64,52.52,51.64,52.44,16537970
27-Oct-14,51.48,51.65,51.17,51.59,12134906
24-Oct-14,51.44,51.87,51.37,51.80,13286272
23-Oct-14,51.25,51.90,51.09,51.41,15169077
22-Oct-14,51.27,51.80,50.68,50.70,16665456
21-Oct-14,51.04,51.49,50.75,51.27,17801537
20-Oct-14,50.03,50.62,49.96,50.53,13796840
17-Oct-14,50.49,50.72,49.74,50.07,21977898
16-Oct-14,48.98,50.21,48.74,49.75,28300631
15-Oct-14,50.90,50.93,48.11,49.68,55398298
14-Oct-14,51.15,51.63,50.44,51.47,41371905
13-Oct-14,50.14,50.87,49.86,49.90,26025938
10-Oct-14,50.93,51.29,50.11,50.11,27770782
9-Oct-14,52.48,52.48,51.01,51.14,22426913
8-Oct-14,51.21,52.60,51.18,52.54,23361418
7-Oct-14,51.99,52.07,51.27,51.27,16840064
6-Oct-14,52.57,52.66,52.13,52.28,12675509
3-Oct-14,51.71,52.43,51.64,52.32,17717817
2-Oct-14,50.94,51.52,50.66,51.25,18394352
1-Oct-14,51.68,51.85,50.89,51.10,20762064
30-Sep-14,52.08,52.49,51.63,51.82,21787720
29-Sep-14,51.75,52.26,51.32,52.05,13010419
